Ensembl ID,Gene.name,Gene.description,logFC,logCPM,F,PValue,FDR,-LOG10(FDR)
ENSMUSG00000066154,Mup3,major urinary protein 3 [Source:MGI Symbol;Acc:MGI:97235],-3.929195488,10.02169991,46.58408234,7.11E-06,0.000763475,3.117205262
ENSMUSG00000024118,Tedc2,tubulin epsilon and delta complex 2 [Source:MGI Symbol;Acc:MGI:1919266],-1.239620561,6.859115728,46.41778879,7.25E-06,0.00077226,3.112236219
ENSMUSG00000057425,Ugt2b37,"UDP glucuronosyltransferase 2 family, polypeptide B37 [Source:MGI Symbol;Acc:MGI:2148239]",-2.89963989,0.526965919,45.66809265,7.94E-06,0.000830161,3.080837872
ENSMUSG00000025037,Maoa,monoamine oxidase A [Source:MGI Symbol;Acc:MGI:96915],-0.839548198,3.410126964,45.32801197,8.28E-06,0.000833635,3.07902415
ENSMUSG00000028011,Tdo2,"tryptophan 2,3-dioxygenase [Source:MGI Symbol;Acc:MGI:1928486]",-1.134900131,10.67465188,44.70190793,8.95E-06,0.000870814,3.06007446
ENSMUSG00000025630,Hprt,hypoxanthine guanine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:96217],-1.190920048,5.097500864,42.34172658,1.21E-05,0.001039822,2.983040995
ENSMUSG00000045875,Adra1a,"adrenergic receptor, alpha 1a [Source:MGI Symbol;Acc:MGI:104773]",-1.256773057,3.002715128,41.94350763,1.27E-05,0.001077076,2.96775368
ENSMUSG00000060121,Gemin2,gem nuclear organelle associated protein 2 [Source:MGI Symbol;Acc:MGI:1913853],-0.801331879,4.09111072,41.34411882,1.37E-05,0.001090931,2.962202735
ENSMUSG00000069668,Sult3a1,"sulfotransferase family 3A, member 1 [Source:MGI Symbol;Acc:MGI:1931469]",-6.107573007,5.65532056,40.79697295,1.48E-05,0.001136926,2.944267916
ENSMUSG00000038526,Car14,carbonic anhydrase 14 [Source:MGI Symbol;Acc:MGI:1344341],-1.076177395,5.431617373,40.79590886,1.48E-05,0.001136926,2.944267916
ENSMUSG00000029311,Hsd17b11,hydroxysteroid (17-beta) dehydrogenase 11 [Source:MGI Symbol;Acc:MGI:2149821],-1.087649915,7.990251289,40.64362903,1.51E-05,0.001153136,2.938119507
ENSMUSG00000039100,Marchf6,membrane associated ring-CH-type finger 6 [Source:MGI Symbol;Acc:MGI:2442773],-0.720933341,7.076586584,40.23105297,1.59E-05,0.001175457,2.929793132
ENSMUSG00000054477,Kcnn2,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2 [Source:MGI Symbol;Acc:MGI:2153182]",-0.669984276,4.683723682,40.09994236,1.62E-05,0.001182419,2.927228563
ENSMUSG00000074882,Cyp2c68,"cytochrome P450, family 2, subfamily c, polypeptide 68 [Source:MGI Symbol;Acc:MGI:3612287]",-0.659271902,7.65220149,39.98483141,1.65E-05,0.001190051,2.924434422
ENSMUSG00000042289,Hsd3b7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 [Source:MGI Symbol;Acc:MGI:2141879]",-0.752023601,3.396701408,39.49796852,1.76E-05,0.001209257,2.917481482
ENSMUSG00000044627,Swi5,SWI5 recombination repair homolog (yeast) [Source:MGI Symbol;Acc:MGI:1920181],-0.624427529,6.333746261,39.6390216,1.73E-05,0.001209257,2.917481482
ENSMUSG00000047728,Ly6g2,"lymphocyte antigen 6 complex, locus G2 [Source:MGI Symbol;Acc:MGI:2385015]",-0.670642232,6.454612921,39.08113917,1.86E-05,0.001235649,2.908104849
ENSMUSG00000042719,Naa25,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit [Source:MGI Symbol;Acc:MGI:2442563]",-0.589211775,4.747997735,39.09217277,1.86E-05,0.001235649,2.908104849
ENSMUSG00000026664,Phyh,phytanoyl-CoA hydroxylase [Source:MGI Symbol;Acc:MGI:891978],-0.759920479,10.42740526,38.85192313,1.92E-05,0.001260438,2.899478589
ENSMUSG00000073834,Mup11,major urinary protein 11 [Source:MGI Symbol;Acc:MGI:3709617],-8.830729017,3.923021116,37.62549662,2.28E-05,0.001391449,2.856532702
ENSMUSG00000019232,Etnppl,ethanolamine phosphate phospholyase [Source:MGI Symbol;Acc:MGI:1919010],-1.388646091,7.142847046,36.90466099,2.53E-05,0.001453576,2.837562319
ENSMUSG00000057228,Aadat,aminoadipate aminotransferase [Source:MGI Symbol;Acc:MGI:1345167],-0.855849262,6.852358777,36.51986504,2.68E-05,0.001503502,2.822896048
ENSMUSG00000029186,Pi4k2b,phosphatidylinositol 4-kinase type 2 beta [Source:MGI Symbol;Acc:MGI:1914323],-0.828125362,4.451492187,35.9657311,2.90E-05,0.001564574,2.805603921
ENSMUSG00000044548,Dact1,dishevelled-binding antagonist of beta-catenin 1 [Source:MGI Symbol;Acc:MGI:1891740],-1.093315178,1.491564979,35.8473662,2.95E-05,0.001567316,2.804843525
ENSMUSG00000037260,Hgsnat,heparan-alpha-glucosaminide N-acetyltransferase [Source:MGI Symbol;Acc:MGI:1196297],-0.6163347,5.762503554,35.88739229,2.93E-05,0.001567316,2.804843525
ENSMUSG00000026866,Kynu,kynureninase [Source:MGI Symbol;Acc:MGI:1918039],-0.771403891,7.190740938,35.43899475,3.13E-05,0.001620508,2.790348726
ENSMUSG00000027765,P2ry1,"purinergic receptor P2Y, G-protein coupled 1 [Source:MGI Symbol;Acc:MGI:105049]",-1.088054675,3.222985245,33.80032688,4.01E-05,0.001937144,2.712838041
ENSMUSG00000058022,Adtrp,androgen dependent TFPI regulating protein [Source:MGI Symbol;Acc:MGI:1924596],-0.593302422,7.014608272,33.29979054,4.33E-05,0.002021807,2.694260342
ENSMUSG00000029369,Afm,afamin [Source:MGI Symbol;Acc:MGI:2429409],-0.818918283,7.332840684,33.10921753,4.46E-05,0.002059329,2.68627431
ENSMUSG00000021240,Abcd4,"ATP-binding cassette, sub-family D (ALD), member 4 [Source:MGI Symbol;Acc:MGI:1349217]",-0.616807221,4.591956616,32.83477594,4.66E-05,0.002087503,2.68037286
ENSMUSG00000028179,Cth,cystathionase (cystathionine gamma-lyase) [Source:MGI Symbol;Acc:MGI:1339968],-0.963707144,9.240478503,32.55510924,4.87E-05,0.00215783,2.665982853
ENSMUSG00000062762,Ei24,etoposide induced 2.4 mRNA [Source:MGI Symbol;Acc:MGI:108090],-0.95492183,8.006755196,32.51775272,4.90E-05,0.002162858,2.664971945
ENSMUSG00000020063,Sirt1,sirtuin 1 [Source:MGI Symbol;Acc:MGI:2135607],-0.682534317,3.22274051,32.39961538,4.99E-05,0.002180329,2.661477941
ENSMUSG00000116718,Gm49668,"predicted gene, 49668 [Source:MGI Symbol;Acc:MGI:6215110]",-2.339139762,1.604629824,32.15621995,5.18E-05,0.002226911,2.65229711
ENSMUSG00000041698,Slco1a1,"solute carrier organic anion transporter family, member 1a1 [Source:MGI Symbol;Acc:MGI:1351891]",-6.225320833,4.577923761,31.69950101,5.57E-05,0.002338788,2.631009227
ENSMUSG00000052520,Cyp2j5,"cytochrome P450, family 2, subfamily j, polypeptide 5 [Source:MGI Symbol;Acc:MGI:1270149]",-0.824973922,8.599456235,31.57129099,5.69E-05,0.002364807,2.626204269
ENSMUSG00000030157,Clec2d,"C-type lectin domain family 2, member d [Source:MGI Symbol;Acc:MGI:2135589]",-0.98609095,5.999791867,31.49645675,5.76E-05,0.002384263,2.622645779
ENSMUSG00000066477,Gm16551,predicted gene 16551 [Source:MGI Symbol;Acc:MGI:4414971],-1.729156597,1.029251081,31.33667305,5.91E-05,0.002417505,2.616632662
ENSMUSG00000020623,Map2k6,mitogen-activated protein kinase kinase 6 [Source:MGI Symbol;Acc:MGI:1346870],-1.695577088,2.318588045,31.32888364,5.92E-05,0.002417505,2.616632662
ENSMUSG00000041132,N4bp2l1,NEDD4 binding protein 2-like 1 [Source:MGI Symbol;Acc:MGI:2140872],-0.878095674,5.708961647,31.26893849,5.98E-05,0.002428716,2.614623308
ENSMUSG00000032548,Slco2a1,"solute carrier organic anion transporter family, member 2a1 [Source:MGI Symbol;Acc:MGI:1346021]",-0.760580722,6.185199844,31.24784939,6.00E-05,0.002428716,2.614623308
ENSMUSG00000038754,Elovl3,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3 [Source:MGI Symbol;Acc:MGI:1195976]",-2.952792247,2.971413519,30.82104652,6.43E-05,0.002478189,2.605865573
ENSMUSG00000025004,Cyp2c40,"cytochrome P450, family 2, subfamily c, polypeptide 40 [Source:MGI Symbol;Acc:MGI:1306815]",-1.18227447,6.268057115,30.81488018,6.43E-05,0.002478189,2.605865573
ENSMUSG00000041779,Tram2,translocating chain-associating membrane protein 2 [Source:MGI Symbol;Acc:MGI:1924817],-0.756263597,4.592441778,30.80245435,6.45E-05,0.002478189,2.605865573
ENSMUSG00000112249,Gm30262,"predicted gene, 30262 [Source:MGI Symbol;Acc:MGI:5589421]",-1.13487594,3.082952088,30.12492821,7.21E-05,0.002594631,2.585924429
ENSMUSG00000061959,Ces1e,carboxylesterase 1E [Source:MGI Symbol;Acc:MGI:95432],-0.672466047,7.218475092,30.28646769,7.02E-05,0.002594631,2.585924429
ENSMUSG00000040843,Tiprl,"TIP41, TOR signalling pathway regulator-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915087]",-0.722873706,3.799106453,29.92314652,7.46E-05,0.002634915,2.579233444
ENSMUSG00000046687,Gm5424,predicted gene 5424 [Source:MGI Symbol;Acc:MGI:3643173],-1.038497967,6.278204077,29.80642138,7.60E-05,0.002646041,2.57740343
ENSMUSG00000076441,Ass1,argininosuccinate synthetase 1 [Source:MGI Symbol;Acc:MGI:88090],-1.032525602,10.81696946,29.65175952,7.80E-05,0.002693043,2.569756711
ENSMUSG00000115919,Gm31583,"predicted gene, 31583 [Source:MGI Symbol;Acc:MGI:5590742]",-2.429381653,3.40428185,29.4492496,8.07E-05,0.002720468,2.56535633
ENSMUSG00000018401,Mtmr4,myotubularin related protein 4 [Source:MGI Symbol;Acc:MGI:2180699],-0.673819111,6.145638701,29.44550394,8.08E-05,0.002720468,2.56535633
ENSMUSG00000031438,Rnf128,ring finger protein 128 [Source:MGI Symbol;Acc:MGI:1914139],-0.687196738,5.925746732,29.25694973,8.34E-05,0.002778676,2.556162071
ENSMUSG00000025759,Mfsd8,major facilitator superfamily domain containing 8 [Source:MGI Symbol;Acc:MGI:1919425],-0.61574866,3.176733496,29.02825074,8.67E-05,0.002863782,2.543060012
ENSMUSG00000091586,Cyp4f17,"cytochrome P450, family 4, subfamily f, polypeptide 17 [Source:MGI Symbol;Acc:MGI:3646233]",-0.651016127,4.236529699,28.92551529,8.82E-05,0.002869308,2.542222871
ENSMUSG00000021079,Timm9,translocase of inner mitochondrial membrane 9 [Source:MGI Symbol;Acc:MGI:1353436],-0.635646313,4.732375865,28.92017183,8.83E-05,0.002869308,2.542222871
ENSMUSG00000008845,Cd163,CD163 antigen [Source:MGI Symbol;Acc:MGI:2135946],-1.354689366,4.68820159,28.73386481,9.12E-05,0.002905208,2.536822825
ENSMUSG00000022682,Rrn3,RRN3 RNA polymerase I transcription factor homolog (yeast) [Source:MGI Symbol;Acc:MGI:1925255],-0.674821545,3.777157972,28.74540768,9.10E-05,0.002905208,2.536822825
ENSMUSG00000026434,Nucks1,nuclear casein kinase and cyclin-dependent kinase substrate 1 [Source:MGI Symbol;Acc:MGI:1934811],-0.769577843,5.921974299,28.30457043,9.82E-05,0.003014228,2.520823899
ENSMUSG00000058207,Serpina3k,"serine (or cysteine) peptidase inhibitor, clade A, member 3K [Source:MGI Symbol;Acc:MGI:98377]",-1.696770283,12.44845074,27.59371122,0.000111239,0.00323516,2.490104177
ENSMUSG00000034157,Cipc,"CLOCK interacting protein, circadian [Source:MGI Symbol;Acc:MGI:1919185]",-0.669717323,5.256280718,27.41381638,0.000114839,0.003312268,2.47987448
ENSMUSG00000056973,Ces1d,carboxylesterase 1D [Source:MGI Symbol;Acc:MGI:2148202],-1.397680647,9.943314595,27.38688358,0.00011539,0.003320458,2.478801974
ENSMUSG00000000171,Sdhd,"succinate dehydrogenase complex, subunit D, integral membrane protein [Source:MGI Symbol;Acc:MGI:1914175]",-0.65750755,7.832657816,26.77977009,0.000128633,0.003595724,2.44421368
ENSMUSG00000092008,Cyp2c69,"cytochrome P450, family 2, subfamily c, polypeptide 69 [Source:MGI Symbol;Acc:MGI:3721049]",-2.259693872,6.992450197,26.55120247,0.000134062,0.003632983,2.439736661
ENSMUSG00000106069,Gm6135,prediticted gene 6135 [Source:MGI Symbol;Acc:MGI:3643755],-1.912787954,1.369288059,26.44740697,0.000136614,0.003684428,2.433629912
ENSMUSG00000107516,Gm30784,"predicted gene, 30784 [Source:MGI Symbol;Acc:MGI:5589943]",-0.915278518,1.878780295,25.90707623,0.000150824,0.003920441,2.40666505
ENSMUSG00000026202,Tuba4a,"tubulin, alpha 4A [Source:MGI Symbol;Acc:MGI:1095410]",-0.66223685,6.757115299,25.84806661,0.000152475,0.003925289,2.406128344
ENSMUSG00000026655,Fam107b,"family with sequence similarity 107, member B [Source:MGI Symbol;Acc:MGI:1913790]",-0.732969868,6.226643983,25.69848211,0.000156755,0.00396985,2.401225913
ENSMUSG00000039519,Cyp7b1,"cytochrome P450, family 7, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:104978]",-2.282733151,3.289562946,25.68434925,0.000157166,0.003972195,2.400969439
ENSMUSG00000020777,Acox1,"acyl-Coenzyme A oxidase 1, palmitoyl [Source:MGI Symbol;Acc:MGI:1330812]",-0.785808789,11.34498679,25.53797857,0.0001615,0.004030347,2.394657605
ENSMUSG00000052155,Acvr2a,activin receptor IIA [Source:MGI Symbol;Acc:MGI:102806],-0.598834658,4.303773938,25.50535411,0.000162485,0.004041037,2.393507144
ENSMUSG00000057134,Ado,2-aminoethanethiol (cysteamine) dioxygenase [Source:MGI Symbol;Acc:MGI:2685083],-0.617591553,3.497557002,25.47789085,0.000163319,0.004043661,2.393225226
ENSMUSG00000041782,Lad1,ladinin [Source:MGI Symbol;Acc:MGI:109343],-1.590974494,2.229641321,25.42385098,0.000164974,0.004044414,2.393144357
ENSMUSG00000095061,E030018B13Rik,RIKEN cDNA E030018B13 gene [Source:MGI Symbol;Acc:MGI:2686543],-4.500521907,2.41873982,25.27636117,0.000169591,0.004119104,2.385197287
ENSMUSG00000035836,Ugt2b1,"UDP glucuronosyltransferase 2 family, polypeptide B1 [Source:MGI Symbol;Acc:MGI:1919023]",-1.666811309,7.159929922,25.25365256,0.000170315,0.004120619,2.38503756
ENSMUSG00000115100,Gm34934,"predicted gene, 34934 [Source:MGI Symbol;Acc:MGI:5594093]",-0.99547004,2.294231726,25.06472486,0.000176475,0.004204352,2.376300908
ENSMUSG00000060538,Tmem219,transmembrane protein 219 [Source:MGI Symbol;Acc:MGI:1915992],-0.588762039,5.323158292,24.58475872,0.000193302,0.004435619,2.353045786
ENSMUSG00000072849,Serpina1e,"serine (or cysteine) peptidase inhibitor, clade A, member 1E [Source:MGI Symbol;Acc:MGI:891967]",-4.343414237,8.106654827,24.5135923,0.00019595,0.004459,2.350762487
ENSMUSG00000025991,Cps1,carbamoyl-phosphate synthetase 1 [Source:MGI Symbol;Acc:MGI:891996],-1.205294103,12.31011682,24.44721483,0.000198456,0.004477302,2.34898363
ENSMUSG00000047879,Usp14,ubiquitin specific peptidase 14 [Source:MGI Symbol;Acc:MGI:1928898],-0.684053949,4.8608303,24.41843701,0.000199555,0.004480089,2.348713339
ENSMUSG00000073842,Mup7,major urinary protein 7 [Source:MGI Symbol;Acc:MGI:3709615],-8.212789208,4.672703018,23.91771307,0.000219818,0.004699296,2.32796723
ENSMUSG00000015224,Cyp2j9,"cytochrome P450, family 2, subfamily j, polypeptide 9 [Source:MGI Symbol;Acc:MGI:1921769]",-1.0950007,3.794578604,23.6934371,0.000229648,0.004858094,2.313534102
ENSMUSG00000020072,Pbld2,phenazine biosynthesis-like protein domain containing 2 [Source:MGI Symbol;Acc:MGI:1914557],-0.69740614,7.408441377,23.52992994,0.000237132,0.004932652,2.306919506
ENSMUSG00000022040,Ephx2,"epoxide hydrolase 2, cytoplasmic [Source:MGI Symbol;Acc:MGI:99500]",-0.722287444,10.22044329,23.50229226,0.000238424,0.004943027,2.306006979
ENSMUSG00000045087,S1pr5,sphingosine-1-phosphate receptor 5 [Source:MGI Symbol;Acc:MGI:2150641],-1.217600935,1.752427716,23.25356488,0.000250422,0.005140451,2.288998776
ENSMUSG00000037348,Paqr7,progestin and adipoQ receptor family member VII [Source:MGI Symbol;Acc:MGI:1919154],-0.701447454,5.520175493,23.20682075,0.000252753,0.005179765,2.285689928
ENSMUSG00000022020,Naa16,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit [Source:MGI Symbol;Acc:MGI:1914147]",-0.706573505,3.089671636,23.13517462,0.000256374,0.005219631,2.282360237
ENSMUSG00000045316,Fahd1,fumarylacetoacetate hydrolase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915886],-0.639518986,4.930671485,22.90840593,0.00026823,0.005306047,2.275228924
ENSMUSG00000033863,Klf9,Kruppel-like factor 9 [Source:MGI Symbol;Acc:MGI:1333856],-0.761449288,6.852323319,22.87574067,0.000269989,0.005314482,2.27453902
ENSMUSG00000074398,Gm15441,predicted gene 15441 [Source:MGI Symbol;Acc:MGI:3641753],-2.81348569,3.37258747,22.75222183,0.000276761,0.00537043,2.269990911
ENSMUSG00000072664,Ugt3a1,"UDP glycosyltransferases 3 family, polypeptide A1 [Source:MGI Symbol;Acc:MGI:2146055]",-0.977866999,5.603604056,22.72221532,0.000278435,0.00537043,2.269990911
ENSMUSG00000033964,Zbtb41,zinc finger and BTB domain containing 41 [Source:MGI Symbol;Acc:MGI:2444487],-0.731173428,3.602553389,22.57368437,0.000286894,0.005491083,2.260342009
ENSMUSG00000110439,Mup22,major urinary protein 22 [Source:MGI Symbol;Acc:MGI:5434675],-4.138087669,4.625280059,21.80801549,0.000335435,0.006006642,2.221368271
ENSMUSG00000078941,Ak6,adenylate kinase 6 [Source:MGI Symbol;Acc:MGI:5510732],-0.75669749,2.398937198,21.77154545,0.000337971,0.006033118,2.21945816
ENSMUSG00000068877,Selenbp2,selenium binding protein 2 [Source:MGI Symbol;Acc:MGI:104859],-2.579737846,1.071868163,21.69045764,0.000343689,0.006082898,2.215889435
ENSMUSG00000104213,Ighd,immunoglobulin heavy constant delta [Source:MGI Symbol;Acc:MGI:96447],-1.594020985,0.70056556,21.57944719,0.000351696,0.006198213,2.207733472
ENSMUSG00000067813,Xkr9,X-linked Kx blood group related 9 [Source:MGI Symbol;Acc:MGI:2686466],-0.912915697,2.676985561,21.50332099,0.000357311,0.0062454,2.204439731
ENSMUSG00000024966,Stip1,stress-induced phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:109130],-0.721377689,6.026577453,21.51269928,0.000356614,0.0062454,2.204439731
ENSMUSG00000021270,Hsp90aa1,"heat shock protein 90, alpha (cytosolic), class A member 1 [Source:MGI Symbol;Acc:MGI:96250]",-1.026366655,6.780554879,21.04788534,0.000393117,0.006583655,2.181532921
ENSMUSG00000069922,Ces3a,carboxylesterase 3A [Source:MGI Symbol;Acc:MGI:102773],-2.292653015,8.686300682,20.89468409,0.00040607,0.006701497,2.173828143
ENSMUSG00000036854,Hspb6,"heat shock protein, alpha-crystallin-related, B6 [Source:MGI Symbol;Acc:MGI:2685325]",-0.756822745,3.787726673,20.84734135,0.000410171,0.006727261,2.172161742
ENSMUSG00000094806,Cyp2d10,"cytochrome P450, family 2, subfamily d, polypeptide 10 [Source:MGI Symbol;Acc:MGI:88602]",-0.618941778,8.791856761,20.85558975,0.000409453,0.006727261,2.172161742
ENSMUSG00000030446,Zfp273,zinc finger protein 273 [Source:MGI Symbol;Acc:MGI:3036278],-1.125113367,0.809066392,20.70348239,0.000422925,0.006877174,2.16258996
ENSMUSG00000059908,Mug1,murinoglobulin 1 [Source:MGI Symbol;Acc:MGI:99837],-1.212405876,11.1092239,20.23244188,0.000467966,0.007371499,2.132444199
ENSMUSG00000027086,Fastkd1,FAST kinase domains 1 [Source:MGI Symbol;Acc:MGI:2444596],-0.693513452,4.712707416,20.21979198,0.000469249,0.007379393,2.131979355
ENSMUSG00000037942,Crp,"C-reactive protein, pentraxin-related [Source:MGI Symbol;Acc:MGI:88512]",-0.603851483,8.018623913,19.86581284,0.000506833,0.00779282,2.108305371
ENSMUSG00000062181,Ces3b,carboxylesterase 3B [Source:MGI Symbol;Acc:MGI:3644960],-1.69781839,6.902742764,19.7563559,0.000519143,0.0078554,2.104831699
ENSMUSG00000040321,Zfp770,zinc finger protein 770 [Source:MGI Symbol;Acc:MGI:2445100],-0.864455382,2.517159559,19.73790293,0.000521251,0.007872476,2.103888679
ENSMUSG00000091264,Smim13,small integral membrane protein 13 [Source:MGI Symbol;Acc:MGI:2652854],-0.636718545,4.685030059,19.58810619,0.000538736,0.00802948,2.095312605
ENSMUSG00000041471,Shld2,shieldin complex subunit 2 [Source:MGI Symbol;Acc:MGI:1922948],-0.981636291,5.457345053,19.35353796,0.000567477,0.008332501,2.0792246
ENSMUSG00000022332,Khdrbs3,"KH domain containing, RNA binding, signal transduction associated 3 [Source:MGI Symbol;Acc:MGI:1313312]",-0.637957064,4.650574402,19.28934917,0.000575645,0.008356109,2.077995914
ENSMUSG00000074639,Rdh16f2,RDH16 family member 2 [Source:MGI Symbol;Acc:MGI:3583955],-0.627968202,7.454421869,19.29136582,0.000575386,0.008356109,2.077995914
